source,N,6,,6,He spent hours looking for the source of that quotation .,,The accused refused to reveal the source of the illegal drugs she was selling .,F,
have,V,0,,3,Have a feeling .,,What do we have here ?,F,
head,N,5,,1,The beer had a large head of foam .,,The head of the compass needle is pointing due north .,F,
turn,V,0,,2,Turn the corner .,,The water turned into ice .,F,
head,N,1,,6,200 head of cattle .,,This song keeps going through my head .,F,
render,V,1,,0,To render Latin into English .,,Render the town to the enemy .,F,
start,V,4,,0,We simply could not start the engine .,,Start a foundation .,F,
case,N,5,,2,It may rain in which case the picnic will be canceled .,,A window case .,F,
give,V,0,,0,Give a course .,,Give a gulp .,F,
put,V,0,,0,Put these words to music .,,Put money into bonds .,F,
number,N,1,,4,Every number has a unique position in the sequence .,,He has an unlisted number .,F,
draw,V,0,,4,Draw a weapon .,,The President 's comments drew sharp criticism from the Republicans .,F,
stay,V,3,,9,I can only stay for an hour .,,"After the trial period , she was asked to stay on and work full",F,
roll,V,0,,2,Roll your hair around your finger .,,The ball rolled down the hill .,F,
cut,V,0,,0,Cut paper dolls .,,Cut a nice figure .,F,
range,N,0,,5,Range of motion .,,The army maintains a missile range in the desert .,F,
trust,N,6,,3,The doctor,,patient relationship is based on trust .,F,
draw,V,0,,1,Draw parallels .,,He drew an elaborate plan of attack .,F,
make,V,0,,1,Make a mess in one 's office .,,"He made as if to punch him , but they both laughed and shook hands .",F,
go,V,6,,4,Do you think the sofa will go through the door ?,,The belt just barely went around his waist .,F,
habit,N,3,,4,She had a habit twirling the ends of her hair .,,A shrub of spreading habit .,F,
beat,V,5,,1,He danced hypnotically while she beat the atabaque .,,Reading beats watching television .,F,
work,V,3,,2,I can not work a miracle .,,Can you work an electric drill ?,F,
head,V,0,,2,Head the fish .,,This student heads the class .,F,
break,V,6,,2,This play will either make or break the playwright .,,The figurine broke .,F,
set,V,0,,1,Set this poem to music .,,To set pear trees in an orchard .,F,
put,V,1,,0,He put all his efforts into this job .,,Put these words to music .,F,
fire,N,2,,4,Hold your fire until you can see the whites of their eyes .,,Barbecue over an open fire .,F,
beauty,N,5,,3,Brigitte Bardot was a renowned beauty .,,His roses were beauties .,F,
drive,N,6,,3,He took the family for a drive in his new car .,,A variable speed drive permitted operation through a range of speeds .,F,
copy,N,3,,3,Catastrophes make good copy .,,She made a copy of the designer dress .,F,
pull,V,0,,0,Pull a horse .,,Pull weeds .,F,
convert,V,2,,1,Could you convert my dollars into pounds ?,,Smith converted and his team won .,F,
make,V,0,,0,Make a phone call .,,Make one 's way into the forest .,F,
prove,V,0,,2,Prove a will .,,The exception proves the rule .,F,
top,V,0,,0,Top the evening with champagne .,,Top and tail the carrots .,F,
allow,V,1,,2,To allow a son to be absent .,,Mandela was allowed few visitors in prison .,F,
cut,V,3,,2,She could not cut the long days in the office .,,His opponent cut upward toward his chin .,F,
come,V,3,,2,Nothing good will come of this .,,His breath came hard .,F,
make,V,2,,2,We should make Cincinnati by 7 tonight .,,She was made president of the club .,F,
floor,N,2,,5,The pit floor showed where a ring of post holes had been .,,The room has a wooden floor .,F,
swing,V,0,,2,Swing forward .,,This action swung many votes over to his side .,F,
head,N,1,,1,200 head of cattle and 50 head of horses .,,A head of steam .,F,
take,V,1,,5,I take it you 're not going ?,,I estimate the trip will take about ten minutes .,F,
play,V,0,,2,Play the stock market .,,Who 's playing now ?,F,
heart,N,2,,5,In your heart you know it is true .,,You have n't got the heart for baseball .,F,
pull,V,0,,0,Pull the oars .,,Pull the trigger of the gun .,F,
number,N,1,,7,The number of parameters is small .,,I hope to become one of their number before I die .,F,
pay,V,2,,2,It will pay to wait .,,You 'll pay for this opinion later .,F,
wear,V,0,,2,Wear one 's hair in a certain way .,,He always wears a smile .,F,
hold,V,2,,0,She can hold an audience spellbound .,,"Hold this bowl for a moment , please .",F,
period,N,5,,3,In England they call a period a stop .,,Picasso 's blue period .,F,
go,V,2,,1,Messages must go through diplomatic channels .,,Get going !,F,
press,V,3,,0,This guy can press 300 pounds .,,Press a record .,F,
turn,V,0,,0,Turn your palm this way .,,Turn the clay on the wheel .,F,
make,V,0,,2,Make lead into gold .,,We barely made the plane .,F,
take,V,5,,4,I estimate the trip will take about ten minutes .,,Tomorrow the doctor will take the cast off her arm .,F,
face,V,2,,2,Turn and face your partner now .,,"The bunkers faced north and east , toward Germany .",F,
fall,V,4,,4,The line of men fall forward .,,The most difficult task fell on the youngest member of the team .,F,
order,N,4,,4,Magnolias belong to the order Magnoliales .,,It was on the order of a mile .,F,
time,N,1,,1,The time of year for planting .,,This time he succeeded .,F,
point,N,5,,3,They sailed south around the point .,,A row of points .,F,
make,V,0,,1,Make merry .,,She makes like an actress .,F,
rest,N,5,,4,The ocean was finally at rest .,,He threw away the rest .,F,
turn,V,0,,1,Turn on the spot .,,He turned traitor .,F,
fall,V,4,,1,The line of men fall forward .,,Light fell on her face .,F,
stop,N,4,,2,It came to a stop at the bottom of the hill .,,His next stop is Atlanta .,F,
clean,V,0,,0,Clean grain before milling it .,,Clean the spots off the rug .,F,
register,V,4,,0,Her surprise did not register .,,Register for an election .,F,
make,V,0,,1,Make enemies .,,He made a fool of himself at the meeting .,F,
break,V,10,,4,"If the vase falls to the floor , it might break .",,The flat plain was broken by tall mesas .,F,
give,V,2,,1,Can I give you my keys while I go in the pool ?,,She gave me a dirty look .,F,
call,V,0,,2,Call a football game .,,She was called into the director 's office .,F,
voice,N,6,,3,After the fire a still small voice . — 1 Kings 19:12 .,,Conservatism has many voices .,F,
draw,V,10,,1,"At the start of their turn , each player must draw a card .",,She drew an elephant .,F,
show,V,8,,5,He bet $ 2 on number six to show .,,The car 's dull finish showed years of neglect .,F,
work,V,5,,2,This old radio does n't work anymore .,,The vintner worked the wine in big oak vats .,F,
opening,N,1,,1,The opening received good critical reviews .,,The opening of his arms was the sign I was waiting for .,F,
work,V,2,,0,Can you work an electric drill ?,,Work the metal into a sword .,F,
position,N,7,,1,Chief of Staff is the second highest position in the army .,,The position of the hands on the clock .,F,
see,V,2,,2,Now I see !,,Can you see the bird in that tree ?,F,
round,N,3,,4,There was a round of applause .,,They brought us a round of drinks about every thirty minutes .,F,
stick,N,6,,6,The policy so far is all stick and no carrot .,,Fever left him weak on his sticks .,F,
light,N,3,,2,Can you shed light on this problem ?,,Put that light out !,F,
softness,N,0,,10,Softness is not something permitted of good leaders .,,Orders have recently picked up after a period of extreme softness .,F,
serve,V,1,,5,We serve meals for the homeless .,,The President 's wisdom has served the country well .,F,
center,N,6,,5,He hit the ball to deep center .,,His stories made him the center of the party .,F,
head,N,9,,7,Be careful when you pet that dog on the head ; it may bite .,,We will consider performance issues under the head of future improvements .,F,
live,V,2,,4,Can you live on $ 2000 a month in New York City ?,,The holocaust survivors have lived a nightmare .,F,
admit,V,3,,2,The French doors admit onto the yard .,,This pipe admits air .,F,
bank,N,6,,5,He cashed a check at the bank .,,He tried to break the bank at Monte Carlo .,F,
pound,V,0,,3,Pound the roots with a heavy flat stone .,,My heart is pounding .,F,
grip,N,4,,11,They kept a firm grip on the two top priorities .,,It was an old briefcase but it still had a good grip .,F,
draw,V,0,,1,Draw pulp from the fruit .,,"To draw a memorial , a deed , or bill of exchange .",F,
fall,V,0,,2,Fall prey to an imposter .,,The curtain fell on the diva .,F,
light,N,3,,4,Can you shed light on this problem ?,,Do you have a light ?,F,
work,V,4,,0,This dough does not work easily .,,Work the raisins into the dough .,F,
swing,V,5,,1,The soccer player began to swing at the referee .,,He swung his left fist .,F,
draw,V,0,,2,Draw parallels .,,A ship draws ten feet of water .,F,
head,N,4,,7,Matters came to a head yesterday .,,I 've got to go to the head .,F,
come,V,3,,1,Your wish will come true .,,Next came the student from France .,F,
play,V,0,,0,Play fair .,,Play games .,F,
drive,V,1,,0,To drive sheep out of a field .,,Drive the forest .,F,
hold,V,2,,3,He can hold his liquor .,,This theory still holds .,F,
clip,N,8,,6,I went into the salon to get a clip .,,He could do ten at a clip .,F,
pay,V,0,,1,Pay attention .,,He paid me 5000 pounds for the car .,F,
light,N,2,,1,Put that light out !,,The light of my life .,F,
shot,N,2,,2,His parting shot was ` drop dead ' .,,A good shot requires good balance and tempo .,F,
line,N,2,,6,Toe the line .,,Historians can only point out those lines for which evidence is available .,F,
play,V,0,,1,Play cards .,,Gielgud played Hamlet .,F,
take,V,0,,0,Take shelter from the storm .,,Take a test .,F,
snap,N,5,,4,He gave his fingers a snap .,,Servants appeared at the snap of his fingers .,F,
swing,V,0,,2,Swing a bat .,,His mood swings .,F,
break,V,1,,4,Twigs break off of those branches easily .,,"The newsman wanted to break a big story , something that would make him famous .",F,
give,V,4,,0,I 'm going to give my wife a necklace for her birthday .,,Give a course .,F,
carry,V,3,,1,He can not carry a tune .,,Amanda carried the package to New York .,F,
voice,N,6,,1,After the fire a still small voice . — 1 Kings 19:12 .,,The voice of the law .,F,
see,V,3,,2,I do n't see the situation quite as negatively as you do .,,I must see your passport before you can enter the country .,F,
make,V,0,,2,Make a mistake .,,My wife made me buy a new sofa .,F,
turn,V,18,,0,"The hillside behind our house is n't generally much to look at , but once all the trees turn it 's gorgeous .",,Turn the earth in the Spring .,F,
do,V,2,,1,We could do with a little more help around here .,,We did 6 miles on our hike every day .,F,
interest,N,3,,1,In the common interest .,,An interest in music .,F,
give,V,0,,1,Give one 's talents to a good cause .,,What gives ?,F,
make,V,3,,4,What do you make of his remarks ?,,How much do you make a month in your new job ?,F,
bull,N,3,,5,He was a bull of a man .,,What he said was mostly bull .,F,
fall,V,4,,2,The hills around here fall towards the ocean .,,His voice fell to a whisper .,F,
floor,N,8,,5,We spread our sleeping bags on the dry floor of the tent .,,The fire spared the forest floor .,F,
throw,V,0,,1,Throw a shoe .,,She threw herself forwards .,F,
take,V,2,,0,"Can you take this bag , please .",,Take the case of China .,F,
absence,N,4,,0,He visited during my absence .,,Absence makes the heart grow fonder .,F,
credit,N,4,,12,That engineer is a credit to the team .,,"If you do not come to class , you will not get credit for the class , regardless of how well you do on the final .",F,
carry,V,1,,2,I carry her image in my mind 's eye .,,His voice carried a lot of anger .,F,
make,V,3,,1,She may not make the grade .,,I make the height about 100 feet .,F,
